"AuthorID","LastName","MiddleName","FirstName","Born","Died","Comments"
270,"Lieber","Rosanoff","Lillian",01/01/1886 0:00:00,01/01/1986 0:00:00,"Professor and Head of the Department of Mathmatics, Long Island University, retired 1950
See also the Wikpedia entry and
http://www34.homepage.villanova.edu/robert.jantzen/lieber/

Parents: one of four children of Clara and Abraham Rosanoff
Brothers: Martin Andre (chemist) and Aaron Joshua (psychiatrist)

    * 1931 Non-euclidean Geometry, Academy Press.

    * 1932 Galois and the Theory of Groups, Science Press Printing Company, Lancaster, Pa.

    * 1936 The Einstein Theory of Relativity, Science Press Printing Co., Lancaster, PA.

    * 1940 Non-euclidean Geometry: Three Moons in Mathesis, Science Press Printing Co., Lancaster, PA.

    * 1942 The Education of T. C. MITS, The Galois Institute Press, Long island University.

    * 1944 The Education of T. C. MITS, W. W. Norton & Co., NY, (Revjsed & Enlarged edition)

    * 1945 The Einstein theory of Relativity, Farrar & Rinehart, NY. (Part I of this edition is the same material published in 1936. Part II was new in this edition.

    * 1946 Modern Mathematics for T. C. Mits, The Celebrated Man in the Street, G. Allen & Unwin Ltd, London, 1st London Edition.

    * 1946 Take a Number: Mathematics for the Two Billion, The Jacques Cattell Press, Lancaster, PA.

    * 1947 Mits, Wits and Logic, (1st Edition) W.W. Norton, NY.

    * 1949 The Einstein Theory of Relativity, D. Dobson, London.

    * 1953 Infinity Rinehart, NY.

    * 1954 Mits, Wits, and Logic, (Revised Edition) Galois Institute Press, Brooklyn.

    * 1959 Lattice Theory; the Atomic Age in Mathematics, Galois Institute of Mathematics and Art, Brooklyn, NY.

    * 1960 Mits, Wits, and Logic, (3d Edition) W. W. Norton, NY.

    * 1961 Human Values and Science, Art and Mathematics, (1st Edition) W. W. Norton, NY.

    * 1963 Mathematics: First S-t-e-p-s, F. Watts, NY."
271,"Lieber","Gray","Hugh",,,"Professor and Head of the Department of Fine Arts, Long Island University"
272,"Manguel",,"Alberto",,,
273,"Gordy",,"Walter",,,"Professor of Physics, Duke University"
274,"Smith","V.","William",,,"Professor of Phsics, University of Delaware"
275,"Trambarulo","F.","Ralph",,,"Assistant Professor of Physics, Pennsylvania State College"
276,"McClure","M","Donald",,,"Radio Corporation of America Laboratories, Princeton New Jersey
University of Chicago"
277,"Baker","L","Gregory",,,"Bryn Athyn College of New Church, Pennsylvania"
278,"Blackburn","A","James",,,"Willim laurier Univiersity Ontario, Canada"
279,"van Cleempoel",,"Koenraad",,,
280,"Jardetzky","S","Wenceslas",,,"Manhattan College and Columbia University, New York, NY"
281,"Eckart",,"Andreas",,,"University of Cologne, Germany"
282,"Shodel",,"Rainer",,,"University of Cologne, Germany"
283,"Straubmeir",,"Christian",,,"University of Cologne, Germany"
284,"Bertin",,"Giuseppe",,,"Professor of Physics, Scruola Normale Superiore, Pisa, Italy"
285,"Lin","Ch'iao","Chia",01/01/1916 0:00:00,,"Professor Emeritus of Physics, MIT"
286,"van den Bergh",,"Sidney",,,"Dominion Astrophysical Observatory"
287,"Brown","B","Earle",,,
288,"Warwick",,"Andrew",,,
289,"Collins",,"Harry",,,
290,"Cronin","W","James",,,"Professor of Physics, University of Chicago Nobel Prize Physics"
291,"Stanley",,"Mattew",,,"Professor of History, Michigan State University"
292,"Srinivasan",,"Ganasen",01/01/1942 0:00:00,,
293,"Berry","Elton","Robert",,,
294,"Westfall","S","Richard",,,"Professor of History, Indiana University"
295,"Cohen","Bernard","I",01/01/1914 0:00:00,,
296,"Sebring","A","Thomas",,,
297,"Dirac","Adrien Maurice","Paul",01/01/1902 0:00:00,,
298,"Bird",,"Kai",,,
299,"Sherwin","J","Martin",,,"Professor of English and History Tufts University"
300,"Alder",,"Ken",,,"Professor of History Northwestern University"
301,"Standage",,"Tom",,,
302,"McInnes","R","Colin",01/01/1968 0:00:00,,
303,"Ramsey",,"JoAnne",,,"Wife of Harry Ramsey"
304,"DeVorkin","H","David",,,
305,"Bradbury",,"Ray",,,
306,"Clarke","C","Arthur",,,
307,"Murray",,"Bruce",,,
308,"Sullivan",,"Walter",,,
309,"Harrison","A","Albert",,,
310,"Cowan","D","Robert",,,
311,"Turner","L'e","Gerard",,,
312,"Gardner",,"Martin",,,
313,"Field",,"George",01/01/1929 0:00:00,,"Professor of Applied Astronomy, Harvard University"
314,"Michel",,"Henri",,,"Academie Internationale d'Histoire des Sciendes"
315,"Paschen",,"Friedrich",01/01/1865 0:00:00,01/01/1947 0:00:00,"""Probably the greatest experimental spectroscopist of his time"", DSB, X pp 345-349"
316,"Gotze",,"R.",,,
317,"Greenspan","Thordike","Nancy",,,
318,"Lewis","Judd","S.",,,
319,"Heppenheimer","A.","T.",,,
320,"Travers","W","Morris",,,
321,"Meadows","J.","A.",,,
322,"Lockyer","Mary","T.",,,
323,"Lockyer","L.","Winifred",,,
324,"Draper","William","John",,,
325,"Buchwald","Z.","Jed",,,
326,"Secchi","A","P",01/01/1818 0:00:00,01/01/1878 0:00:00,
327,"Faraday",,"Michael",,,
328,"Mutch","A","Thomas",,,
329,"Arvidson","E","Raymond",,,
330,"Head","W","James",,,
331,"Head","W","James",,,
332,"Jones","L","Kenneth",,,
333,"Saunders","Stephen","R",,,
334,"Sidgreaves",,"Walter",,,"S.J, F.R.A.S,"
335,"Drake",,"Frank",,,
336,"Sobel",,"Dava",,,
337,"Shostak",,"Seth",,,
338,"Billingham",,"John",,,
339,"Smyth","Piazzi","Charles",01/01/1819 0:00:00,01/01/1900 0:00:00,"Astronomer Royal for Scotland 1845-1888"
340,"Miller","I","Arthur",,,"Professor of the History and Philosophy of Science, Unversity College London"
341,"Glass","S","I",,,
342,"Goodchild",,"Peter",,,
343,"Seabrook",,"William",01/01/1886 0:00:00,,
344,"Warnow","N","Joan",,,
345,"Weiner",,"Charles",,,
346,"Schmidt",,"Stanley",,,
347,"Hardy","W","John",,,
348,"Evans",,"Nancy",,,
349,"Thackeray","D.","A.",,,
350,"Hill",,"Edward",,,
351,"Young","A","C",,,
352,"Longair","S","Malcom",,,
353,"Hartmann",,"Dap",,,
354,"Levine","N","Ira",,,
355,"Green","M","Robin",,,
356,"Morton",,"Oliver",,,
357,"Munitz","K","Milton",,,
358,"Fison","H","Alfred",,,
359,"Dauvillier",,"A.",,,"Professor, College de France, Pic-du-Midi Observatory"
360,"Kemp","A.","D.",,,"Department of Librarianship, Newcastle-upon-Tyne Polytechnic
previously Librarian, Royal Observatory, Edinburgh"
361,"Reisch","A","George",01/01/1962 0:00:00,,
362,"Luther",,"Paul",,,
363,"Kohlstedt","Gregory","Sally",01/01/1943 0:00:00,,
364,"Zuckerman",,"Harriet",,,"Associate Professor of Sociology at Columbia University."
365,"Montgomery","L","Scott",,,
366,"Bartusiak",,"Marcia",,,"Teaches in the graduate program in science writing at MIT. Two time winner of the AIP Science Writing Award."
367,"Mitchell","G","Mark",,,"Children's author"
368,"Opik","J","Ernst",,,"Armagh Observatory, Armagh, Nothern Ireland.  The last name should have an umlaut over the 'O'"
369,"Zimmerman",,"Robert",,,
370,"Barrow","D","John",,,"Professor of Mathematical Sciences, Cambridge University"
371,"Mitton",,"Simon",01/01/1946 0:00:00,,
372,"Kronick","A","David",,,
373,"Duley","W","W",,,
374,"Williams","A","D",,,
375,"Jeffries","D","C",,,
376,"Lee","L.","Raymond",,,
377,"Fraser","B","Alistair",,,
378,"Hack",,"Margherita",,,
379,"Genet","M","Russell",,,
380,"Johnson","M","Jolyon",,,
381,"Wallen",,"Vera",,,
382,"Finkbeiner","K","Ann",,,
384,"Andersen",,"Geoff",,,
385,"Pyne","J","Steven",,,
386,"Cokinos",,"Christopher",,,
387,"Hayes","S","Donald",,,
388,"Hall","S","Douglas",,,
389,"Genet","R","David",,,
390,"Spangenburg",,"Ray",,,
392,"Moser",,"Kit",,,
393,"Strom","G","Robert",,,
394,"Wilhelms","E","Don",,,
395,"Aubin",,"David",,,
396,"Bigg",,"Charlotte",,,
397,"Sibum","Otto","H.",,,
398,"Dunbar",,"David",,,
400,"Cameron","G. W.","Alastair",01/01/1925 0:00:00,,"Born in Winnipeg, Manitoba. Obtained B.Sc.  From the University of Manitoba in 1947 and Ph.D. from University of Saskatchewan in 1952"
401,"Chauvin",,"Michael",,,
402,"Barnes","G.","Thomas",,,"Faculty University of Texas at Austin"
403,"Tassoul",,"Monique",,,
404,"McCray","Patrick","W",,,
405,"Mather","C","John",,,
406,"Boslough",,"John",,,
407,"Harford",,"James",,,
409,"Consolmagno",,"Guy",,,"Society of Jesus"
410,"Coblentz","W","William",,,
411,"Wood","Bradshaw","Frank",,,
412,"Clark","H.","David",,,
413,"Smoot",,"George",,,
414,"Chance",,"Jane",01/01/1945 0:00:00,,
415,"Wells","O'Neill","Raymond",01/01/1940 0:00:00,,"Should have Jr. on the name"
416,"Lorenz",,"Ralph",,,
418,"McKinley","W. R.","D",,,
419,"Chabas",,"Jose",,,
420,"Goldstein","R.","Barnard",,,
421,"Webb","L.","W",,,
422,"Johnston",,"Marjorie",,,
423,"Williams","R.","Thomas",,,
424,"Saladyga",,"Michael",,,
425,"Sanders","H","Robert",,,
426,"Sullivan","T.","Woodruff",,,"Woodruff T. Sullivan III"
427,"Buckley",,"David",,,
428,"Lombard",,"Marguerite",,,
429,"Lomberg",,"Mike",,,
430,"Mering",,"Kobus",,,
431,"Theron",,"Roelien",,,
432,"Perryman",,"Michael",,,
433,"Shaviv",,"Giora",,,
434,"Doel","E.","Ronald",,,
435,"Dick","J","Steve",,,
436,"Brandt","C","John",,,
437,"Niedner, Jr.","B","Malcolm",,,
438,"Rahe",,"Jurgen",,,
439,"Black","C","David",,,
440,"Levy","H","Eugene",,,
441,"Lunine","I","Jonathan",,,
442,"Hansen","J","Carl",,,
443,"Kawaler","D","Steven",,,
444,"Fiala","D","Alan",,,
445,"Kondo",,"Yoji",,,
446,"Maunder","Walter","E",,,
447,"Hoffleit",,"Dorrit",,,
448,"Donn",,"B",,,
449,"Mumma",,"M",,,
450,"Jackson",,"W",,,
451,"A'Hearn",,"M",,,
452,"Harrington",,"R",,,
453,"Swensson","W","J",,,
454,"Benedict","S","W",,,
455,"Delbouille",,"L",,,
456,"Roland",,"G",,,
457,"Hiltner","A","William",,,
458,"Proell",,"Wayne",,,"Editor Journal of Space Flight"
459,"Bowman","J","Norman",,,"Editor Rocket Abstracts"
460,"Brouwer",,"Dirk",,,"Director of the Observatory at Yale University"
461,"Clemence","M","Gerald",,,"Scientific Director of the United States Navel Observatory"
462,"Bowditch",,"Nathaniel",,,
463,"Pannekoek",,"A",,,
464,"Kuiper","P","Gerald",,,
465,"Woolfson",,"Michael",,,
466,"Croswell",,"Ken",,,
467,"Vakoch","A.","Douglas",,,
468,"Poundstone",,"William",,,
469,"Nourse","E","Alan",,,
470,"Steinicke",,"Wolfgang",,,
471,"Zwicky",,"Fritz",,,
472,"Filchner",,"Wilhelm",,,
473,"Przybyllok",,"Erich",,,
474,"Hagen",,"Toni",,,
475,"Struve",,"Otto",08/08/1897 0:00:00,04/06/1963 0:00:00,"Director of Yerkes and McDonald Observatories"
476,"Lambert","L","David",,,
477,"Clarke",,"David",,,
478,"Wilson",,"Margaret",,,
479,"Blackett","Maynard Stuart","Patrick",11/18/1897 0:00:00,07/13/1974 0:00:00,
480,"Morse","S","Edward",,,
481,"Cohen","R.","E",,,
482,"Crowe","M.","Kenneth",,,
483,"Dumond","W. M.","Jesse",,,
484,"Hynek","A.","J.",,,
485,"MacPike","Fairfield","Eugene",,,
486,"Compton","David","William",,,
487,"Segre",,"Emilio",,,
488,"Bohr",,"Niels",,,
489,"Lowell",,"Percival",,,
490,"Maciel","J","Walter",,,
491,"Bertolotti",,"Mario",,,
492,"van Altena","F.","William",,,
493,"Wilcox",,"Arthur",,,
494,"Montgomery","J. X.","D",,,
495,"Wilkening","L","Laurel",,,
496,"Becvar",,"Antonin",,,
497,"Tirion",,"Wil",,,
498,"Douglas","Vibert","A",,,
499,"Cornell",,"James",,,
500,"Lightman","P","Alan",,,
501,"Massey","S. W.","H",,,
502,"Boyd","L. F.","R.",,,
503,"Steinberg","L","J",,,
504,"Lequeux",,"J",,,
505,"Pawsey","L","J",,,
506,"Bracewell","N","R",,,
507,"Roberts",,"Sibhan",,,
508,"Gray",,"Jeremy",01/01/1947 0:00:00,,
510,"McKready",,"Kevin",,,"Pen name for Edgar Gardner Murphy"
511,"Burdick","Stanley","Bruce",,,
512,"Hoyle",,"Fred",,,
513,"Bernhard","J","Hubert",,,
514,"Bennett","A","Dorothy",,,
515,"Rice","S","Hugh",,,
516,"Baker","H","Robert",,,
517,"Newcomb",,"Simon",,,
518,"Adams","Couch","John",,,
519,"Hoskinson","J","Albert",,,
520,"Duerksen","A.","J.",,,
521,"Giacconi",,"Riccardo",,,
522,"Edberg","J","Stephen",,,
523,"Sekanina",,"Zdenek",,,
524,"Fry",,"Lori",,,
525,"Sidgwick","B","J",,,
526,"Marsden","G.","Brian",,,
527,"Fiesenheiser","I","E",,,
528,"Thornton","Plakins","Tamara",,,
529,"Axtell",,"James",,,
530,"Moore","E","Charlotte",,,
531,"Muller",,"Roland",,,
532,"Maunder","S. D.","Annie",,,"Wife of E. Walter Maunder"
533,"Livingstone","N","David",,,
534,"Yang","Ning","Chen",,,"Nobel prize in physics 1957"
535,"Mott","F.","Neville",,,
536,"Herrmann","B","Dieter",,,
537,"Wickramasinghe",,"Chandra",,,
538,"Shetterly","Lee","Margot",,,
539,"Gamow",,"George",,,
540,"von Karman",,"Theodore",,,
541,"Edson",,"Lee",,,
542,"Danby","M.A.","John",,,
543,"King","C","Henry",,,
544,"Bok","J","Bart",,,
545,"Bok","F","Priscilla",,,
546,"Todd","P","David",,,"Professor of Astronomy and Director of the Observatory at Amherst College"
547,"Smith",,"Roger",,,
548,"Robinson","Hedley","J",,,
549,"Humphreys","J","W",,,
550,"Cunningham",,"Clifford",,,
551,"Elbers",,"Astrid",,,
552,"McVittie","C.","G.",,,
553,"Unsold",,"A",,,
554,"Hughes","J.","A.",,,
555,"Fowler","A.","William",,,"Nobel prize in Physics 1983"
556,"Heavens","S","O",,,
557,"Magueijo",,"Joao",,,
558,"Sagdeev","Z","Roald",,,
559,"Bartky",,"Walter",,,"Associate Professor of Astronomy at the University of Chicago"
560,"Gascoigne","Mortimer","Robert",,,
561,"Sandage",,"Allan",,,"Astronomer at the Mt. Wilson Observatory, worked under Edwin Hubble"
562,"Brown",,"Louis",,,
563,"Stetson","True","Harlan",,,
564,"Millikan","A","Robert",,,
565,"Thompson","J","Allyn",,,
566,"Muirden",,"James",,,
567,"Selwyn","W. H","E.",,,
568,"Texereau",,"Jean",,,
569,"Bowen",,"Mark",,,
570,"Heck",,"Andre",,,
571,"Frisch",,"Priscilla",,,
572,"van der Hulst","M","J",,,
573,"Ruzmaikin","A.","A.",,,
574,"Shukurov","M.","A.",,,
575,"Sokoloff","D.","D.",,,
576,"Appenzeller",,"I.",,,
577,"Chmielewski",,"Y.",,,
578,"Pecker",,"J.-C.",,,
579,"de la Reza",,"R.",,,
580,"Tammann",,"G.",,,
581,"Wayman",,"P.",,,
582,"Docobo","A.","J.",,,
583,"Elipe",,"A.",,,
584,"McAlister",,"H.",,,
585,"Schindler",,"Robert",,,
586,"Malouf","F.","A.",,,
587,"Ball","Stawell","Robert",,,
588,"Henseling",,"Robert",,,
589,"Plakmann",,"Joseph",,,
590,"Jones","Spencer","Harold",,,"The Astronomer Royal"
591,"Jones",,"Harold",,,"The Astronomer Royal"
592,"Raine","J","Derek",,,
593,"Heller",,"Michael",,,
594,"Olivier","P.","Charles",,,
595,"Johnson","C.","R.",,,
596,"Howarth","E.","Helen",,,
597,"Lang","R.","Kenneth",,,
598,"Wallis","D","Brad",,,
599,"Provin","W","Robert",,,
600,"Rees",,"Martin",,,
601,"Barbieri",,"Cesare",,,
602,"Johnson","V","Torrence",,,
603,"Sohus","M","Anita",,,
604,"Grinspoon","Henry","David",,,
605,"Dimitroff","Z","George",,,
606,"Baker","G.","James",,,
607,"Middlehurst","M","Barbara",,,
608,"Stratton","J. M.","F.",,,
609,"Charlier","V. L.","C.",,,
610,"Greenstein","L.","Jesse",,,
611,"Blaauw",,"Adriaan",,,
612,"Schmidt",,"Maarten",,,
613,"Greene",,"Dascom",,,
614,"Genet","A","Karen",,,
615,"Summers",,"Michael",,,
616,"Trefil",,"James",,,
617,"Muller",,"Richard",,,
618,"Schrodinger",,"Erwin",,,
619,"Tielens","G. G. M.","A.",,,
620,"Snow","Peck","Theodore",,,
621,"Takeuti",,"Mine",,,
622,"Sasselov","D","Dimitar",,,
623,"Schwartz","E.","Hugo",,,
624,"Cook","H","Alan",,,
625,"Manley","L","Peter",,,
626,"Carder","W.","Robert",,,
627,"Genuth","Schechner","Sara",,,
628,"Strauss",,"David",01/01/1937 0:00:00,,
629,"Silberstein",,"L.",,,
630,"Habing","J","Harm",,,
631,"Plummer","C","H",,,
632,"Pappalardo","T","Robert",,,
633,"McKinnon","B","William",,,
634,"Khurana",,"Krishhan",,,
635,"Schenk","M","Paul",,,
636,"Clark","N","Roger",,,
637,"Howett","J. A.","Carly",,,
638,"Verbiscer","J","Ane",,,
639,"Waite","Hunter","J",,,
640,"Corliss","R.","William",,,
641,"November","J","Laurence",,,
642,"Thompson","P.","Silvanus",,,
643,"Thorndike",,"Lynn",,,
644,"Trabert",,"Wilhelm",,,
645,"Sampson","A.","R",,,
646,"Turner","H.","H.",,,
647,"Hertzsprung-Kapteyn",,"Henrietta",,,
648,"Gehrels",,"Tom",,,
